Title,"HE student enrolment FTE by HE provider, level of study and academic year","","","","",""
Location,UK,"","","","",""
Academic years,2014/15 to 2020/21,"","","","",""
Data source,HESA,"","","","",""
Data collection,"051, 054","","","","",""
Data source link,https://www.hesa.ac.uk/data-and-analysis/students/table-2,"","","","",""
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/students/table-2.csv,"","","","",""
Licence,Creative Commons Attribution 4.0 International Licence,"","","","",""
Code page,Unicode UTF-8,"","","","",""
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,"","","","",""
Table 2014/15 total,1902320,"","","","",""
Table 2015/16 total,1933915,"","","","",""
Table 2016/17 total,1985695,"","","","",""
Table 2017/18 total,2035365,"","","","",""
Table 2018/19 total,2076095,"","","","",""
Table 2019/20 total,2147900,"","","","",""
Table 2020/21 total,2286840,"","","","",""
"","","","","","",""
Last updated,February 22,"","","","",""
"","","","","","",""
UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,Level of study,Number
10007114,University of the Highlands and Islands,Scotland,All,2019/20,Postgraduate (taught),515
10007114,University of the Highlands and Islands,Scotland,All,2019/20,First degree,3540
10007114,University of the Highlands and Islands,Scotland,All,2019/20,Other undergraduate,2960
10007114,University of the Highlands and Islands,Scotland,All,2019/20,Total,7145
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Postgraduate (research),120
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Postgraduate (taught),480
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,First degree,3530
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Other undergraduate,2945
10007114,University of the Highlands and Islands,Scotland,Scotland,2018/19,Total,7075
10007114,University of the Highlands and Islands,All,Scotland,2018/19,Postgraduate (research),120
10007114,University of the Highlands and Islands,All,Scotland,2018/19,Postgraduate (taught),480
10007114,University of the Highlands and Islands,All,Scotland,2018/19,First degree,3530
10007114,University of the Highlands and Islands,All,Scotland,2018/19,Other undergraduate,2945
10007114,University of the Highlands and Islands,All,Scotland,2018/19,Total,7075
10007114,University of the Highlands and Islands,All,All,2018/19,Postgraduate (research),120
10007114,University of the Highlands and Islands,All,All,2018/19,Postgraduate (taught),480
10007114,University of the Highlands and Islands,All,All,2018/19,First degree,3530
10007114,University of the Highlands and Islands,All,All,2018/19,Other undergraduate,2945
10007114,University of the Highlands and Islands,All,All,2018/19,Total,7075
10007114,University of the Highlands and Islands,Scotland,All,2018/19,Postgraduate (research),120
10007114,University of the Highlands and Islands,Scotland,All,2018/19,Postgraduate (taught),480
10007114,University of the Highlands and Islands,Scotland,All,2018/19,First degree,3530
10007114,University of the Highlands and Islands,Scotland,All,2018/19,Other undergraduate,2945
10007114,University of the Highlands and Islands,Scotland,All,2018/19,Total,7075
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,Postgraduate (research),110
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,Postgraduate (taught),360
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,First degree,3325
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,Other undergraduate,3160
10007114,University of the Highlands and Islands,Scotland,Scotland,2017/18,Total,6955
10007114,University of the Highlands and Islands,All,Scotland,2017/18,Postgraduate (research),110
10007114,University of the Highlands and Islands,All,Scotland,2017/18,Postgraduate (taught),360
10007114,University of the Highlands and Islands,All,Scotland,2017/18,First degree,3325
10007114,University of the Highlands and Islands,All,Scotland,2017/18,Other undergraduate,3160
10007114,University of the Highlands and Islands,All,Scotland,2017/18,Total,6955
10007114,University of the Highlands and Islands,All,All,2017/18,Postgraduate (research),110
10007114,University of the Highlands and Islands,All,All,2017/18,Postgraduate (taught),360
10007114,University of the Highlands and Islands,All,All,2017/18,First degree,3325
10007114,University of the Highlands and Islands,All,All,2017/18,Other undergraduate,3160
10007114,University of the Highlands and Islands,All,All,2017/18,Total,6955
10007114,University of the Highlands and Islands,Scotland,All,2017/18,Postgraduate (research),110
10007114,University of the Highlands and Islands,Scotland,All,2017/18,Postgraduate (taught),360
10007114,University of the Highlands and Islands,Scotland,All,2017/18,First degree,3325
10007114,University of the Highlands and Islands,Scotland,All,2017/18,Other undergraduate,3160
10007114,University of the Highlands and Islands,Scotland,All,2017/18,Total,6955
10007114,University of the Highlands and Islands,Scotland,Scotland,2016/17,Postgraduate (research),75
10007114,University of the Highlands and Islands,Scotland,Scotland,2016/17,Postgraduate (taught),305
10007114,University of the Highlands and Islands,Scotland,Scotland,2016/17,First degree,3005
10007114,University of the Highlands and Islands,Scotland,Scotland,2016/17,Other undergraduate,3235
10007114,University of the Highlands and Islands,Scotland,Scotland,2016/17,Total,6620
10007114,University of the Highlands and Islands,All,Scotland,2016/17,Postgraduate (research),75
10007114,University of the Highlands and Islands,All,Scotland,2016/17,Postgraduate (taught),305
10007114,University of the Highlands and Islands,All,Scotland,2016/17,First degree,3005
10007114,University of the Highlands and Islands,All,Scotland,2016/17,Other undergraduate,3235
10007114,University of the Highlands and Islands,All,Scotland,2016/17,Total,6620
10007114,University of the Highlands and Islands,All,All,2016/17,Postgraduate (research),75
10007114,University of the Highlands and Islands,All,All,2016/17,Postgraduate (taught),305
10007114,University of the Highlands and Islands,All,All,2016/17,First degree,3005
10007114,University of the Highlands and Islands,All,All,2016/17,Other undergraduate,3235
10007114,University of the Highlands and Islands,All,All,2016/17,Total,6620
10007114,University of the Highlands and Islands,Scotland,All,2016/17,Postgraduate (research),75
10007114,University of the Highlands and Islands,Scotland,All,2016/17,Postgraduate (taught),305
10007114,University of the Highlands and Islands,Scotland,All,2016/17,First degree,3005
10007114,University of the Highlands and Islands,Scotland,All,2016/17,Other undergraduate,3235
10007114,University of the Highlands and Islands,Scotland,All,2016/17,Total,6620
10007114,University of the Highlands and Islands,Scotland,Scotland,2015/16,Postgraduate (research),50
10007114,University of the Highlands and Islands,Scotland,Scotland,2015/16,Postgraduate (taught),160
10007114,University of the Highlands and Islands,Scotland,Scotland,2015/16,First degree,2795
10007114,University of the Highlands and Islands,Scotland,Scotland,2015/16,Other undergraduate,3220
10007114,University of the Highlands and Islands,Scotland,Scotland,2015/16,Total,6225
10007114,University of the Highlands and Islands,All,Scotland,2015/16,Postgraduate (research),50
10007114,University of the Highlands and Islands,All,Scotland,2015/16,Postgraduate (taught),160
10007114,University of the Highlands and Islands,All,Scotland,2015/16,First degree,2795
10007114,University of the Highlands and Islands,All,Scotland,2015/16,Other undergraduate,3220
10007114,University of the Highlands and Islands,All,Scotland,2015/16,Total,6225
10007114,University of the Highlands and Islands,All,All,2015/16,Postgraduate (research),50
10007114,University of the Highlands and Islands,All,All,2015/16,Postgraduate (taught),160
10007114,University of the Highlands and Islands,All,All,2015/16,First degree,2795
10007114,University of the Highlands and Islands,All,All,2015/16,Other undergraduate,3220
10007114,University of the Highlands and Islands,All,All,2015/16,Total,6225
10007114,University of the Highlands and Islands,Scotland,All,2015/16,Postgraduate (research),50
10007114,University of the Highlands and Islands,Scotland,All,2015/16,Postgraduate (taught),160
10007114,University of the Highlands and Islands,Scotland,All,2015/16,First degree,2795
10007114,University of the Highlands and Islands,Scotland,All,2015/16,Other undergraduate,3220
10007114,University of the Highlands and Islands,Scotland,All,2015/16,Total,6225
10007114,University of the Highlands and Islands,Scotland,Scotland,2014/15,Postgraduate (research),60
10007114,University of the Highlands and Islands,Scotland,Scotland,2014/15,Postgraduate (taught),165
10007114,University of the Highlands and Islands,Scotland,Scotland,2014/15,First degree,2545
10007114,University of the Highlands and Islands,Scotland,Scotland,2014/15,Other undergraduate,3230
10007114,University of the Highlands and Islands,Scotland,Scotland,2014/15,Total,6000
10007114,University of the Highlands and Islands,All,Scotland,2014/15,Postgraduate (research),60
10007114,University of the Highlands and Islands,All,Scotland,2014/15,Postgraduate (taught),165
10007114,University of the Highlands and Islands,All,Scotland,2014/15,First degree,2545
10007114,University of the Highlands and Islands,All,Scotland,2014/15,Other undergraduate,3230
10007114,University of the Highlands and Islands,All,Scotland,2014/15,Total,6000
10007114,University of the Highlands and Islands,All,All,2014/15,Postgraduate (research),60
10007114,University of the Highlands and Islands,All,All,2014/15,Postgraduate (taught),165
10007114,University of the Highlands and Islands,All,All,2014/15,First degree,2545
10007114,University of the Highlands and Islands,All,All,2014/15,Other undergraduate,3230
10007114,University of the Highlands and Islands,All,All,2014/15,Total,6000
10007114,University of the Highlands and Islands,Scotland,All,2014/15,Postgraduate (research),60
10007114,University of the Highlands and Islands,Scotland,All,2014/15,Postgraduate (taught),165
10007114,University of the Highlands and Islands,Scotland,All,2014/15,First degree,2545
10007114,University of the Highlands and Islands,Scotland,All,2014/15,Other undergraduate,3230
10007114,University of the Highlands and Islands,Scotland,All,2014/15,Total,6000
10007807,Ulster University,Northern Ireland,Northern Ireland,2020/21,Postgraduate (research),505
10007807,Ulster University,Northern Ireland,Northern Ireland,2020/21,Postgraduate (taught),5095
10007807,Ulster University,Northern Ireland,Northern Ireland,2020/21,First degree,16735
10007807,Ulster University,Northern Ireland,Northern Ireland,2020/21,Other undergraduate,510
10007807,Ulster University,Northern Ireland,Northern Ireland,2020/21,Total,22850
10007807,Ulster University,All,Northern Ireland,2020/21,Postgraduate (research),505
10007807,Ulster University,All,Northern Ireland,2020/21,Postgraduate (taught),5095
10007807,Ulster University,All,Northern Ireland,2020/21,First degree,16735
10007807,Ulster University,All,Northern Ireland,2020/21,Other undergraduate,510
10007807,Ulster University,All,Northern Ireland,2020/21,Total,22850
10007807,Ulster University,All,All,2020/21,Postgraduate (research),505
10007807,Ulster University,All,All,2020/21,Postgraduate (taught),5095
10007807,Ulster University,All,All,2020/21,First degree,16735
10007807,Ulster University,All,All,2020/21,Other undergraduate,510
10007807,Ulster University,All,All,2020/21,Total,22850
10007807,Ulster University,Northern Ireland,All,2020/21,Postgraduate (research),505
10007807,Ulster University,Northern Ireland,All,2020/21,Postgraduate (taught),5095
10007807,Ulster University,Northern Ireland,All,2020/21,First degree,16735
10007807,Ulster University,Northern Ireland,All,2020/21,Other undergraduate,510
10007807,Ulster University,Northern Ireland,All,2020/21,Total,22850
10007807,Ulster University,Northern Ireland,Northern Ireland,2019/20,Postgraduate (research),545
10007807,Ulster University,Northern Ireland,Northern Ireland,2019/20,Postgraduate (taught),3055
10007807,Ulster University,Northern Ireland,Northern Ireland,2019/20,First degree,15605
10007807,Ulster University,Northern Ireland,Northern Ireland,2019/20,Other undergraduate,475
10007807,Ulster University,Northern Ireland,Northern Ireland,2019/20,Total,19680
10007807,Ulster University,All,Northern Ireland,2019/20,Postgraduate (research),545
10007807,Ulster University,All,Northern Ireland,2019/20,Postgraduate (taught),3055
10007807,Ulster University,All,Northern Ireland,2019/20,First degree,15605
10007807,Ulster University,All,Northern Ireland,2019/20,Other undergraduate,475
10007807,Ulster University,All,Northern Ireland,2019/20,Total,19680
10007807,Ulster University,All,All,2019/20,Postgraduate (research),545
10007807,Ulster University,All,All,2019/20,Postgraduate (taught),3055
10007807,Ulster University,All,All,2019/20,First degree,15605
10007807,Ulster University,All,All,2019/20,Other undergraduate,475
10007807,Ulster University,All,All,2019/20,Total,19680
10007807,Ulster University,Northern Ireland,All,2019/20,Postgraduate (research),545
10007807,Ulster University,Northern Ireland,All,2019/20,Postgraduate (taught),3055
10007807,Ulster University,Northern Ireland,All,2019/20,First degree,15605
10007807,Ulster University,Northern Ireland,All,2019/20,Other undergraduate,475
10007807,Ulster University,Northern Ireland,All,2019/20,Total,19680
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Postgraduate (research),550
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Postgraduate (taught),2640
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,First degree,15360
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Other undergraduate,495
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Total,19045
10007807,Ulster University,All,Northern Ireland,2018/19,Postgraduate (research),550
10007807,Ulster University,All,Northern Ireland,2018/19,Postgraduate (taught),2640
10007807,Ulster University,All,Northern Ireland,2018/19,First degree,15360
10007807,Ulster University,All,Northern Ireland,2018/19,Other undergraduate,495
10007807,Ulster University,All,Northern Ireland,2018/19,Total,19045
10007807,Ulster University,All,All,2018/19,Postgraduate (research),550
10007807,Ulster University,All,All,2018/19,Postgraduate (taught),2640
10007807,Ulster University,All,All,2018/19,First degree,15360
10007807,Ulster University,All,All,2018/19,Other undergraduate,495
10007807,Ulster University,All,All,2018/19,Total,19045
10007807,Ulster University,Northern Ireland,All,2018/19,Postgraduate (research),550
10007807,Ulster University,Northern Ireland,All,2018/19,Postgraduate (taught),2640
10007807,Ulster University,Northern Ireland,All,2018/19,First degree,15360
10007807,Ulster University,Northern Ireland,All,2018/19,Other undergraduate,495
10007807,Ulster University,Northern Ireland,All,2018/19,Total,19045
10007807,Ulster University,Northern Ireland,Northern Ireland,2017/18,Postgraduate (research),520
10007807,Ulster University,Northern Ireland,Northern Ireland,2017/18,Postgraduate (taught),2210
10007807,Ulster University,Northern Ireland,Northern Ireland,2017/18,First degree,15470
10007807,Ulster University,Northern Ireland,Northern Ireland,2017/18,Other undergraduate,445
10007807,Ulster University,Northern Ireland,Northern Ireland,2017/18,Total,18645
10007807,Ulster University,All,Northern Ireland,2017/18,Postgraduate (research),520
10007807,Ulster University,All,Northern Ireland,2017/18,Postgraduate (taught),2210
10007807,Ulster University,All,Northern Ireland,2017/18,First degree,15470
10007807,Ulster University,All,Northern Ireland,2017/18,Other undergraduate,445
10007807,Ulster University,All,Northern Ireland,2017/18,Total,18645
10007807,Ulster University,All,All,2017/18,Postgraduate (research),520
10007807,Ulster University,All,All,2017/18,Postgraduate (taught),2210
10007807,Ulster University,All,All,2017/18,First degree,15470
10007807,Ulster University,All,All,2017/18,Other undergraduate,445
10007807,Ulster University,All,All,2017/18,Total,18645
10007807,Ulster University,Northern Ireland,All,2017/18,Postgraduate (research),520
10007807,Ulster University,Northern Ireland,All,2017/18,Postgraduate (taught),2210
10007807,Ulster University,Northern Ireland,All,2017/18,First degree,15470
10007807,Ulster University,Northern Ireland,All,2017/18,Other undergraduate,445
10007807,Ulster University,Northern Ireland,All,2017/18,Total,18645
10007807,Ulster University,Northern Ireland,Northern Ireland,2016/17,Postgraduate (research),465
10007807,Ulster University,Northern Ireland,Northern Ireland,2016/17,Postgraduate (taught),2195
10007807,Ulster University,Northern Ireland,Northern Ireland,2016/17,First degree,16395
10007807,Ulster University,Northern Ireland,Northern Ireland,2016/17,Other undergraduate,465
10007807,Ulster University,Northern Ireland,Northern Ireland,2016/17,Total,19525
10007807,Ulster University,All,Northern Ireland,2016/17,Postgraduate (research),465
10007807,Ulster University,All,Northern Ireland,2016/17,Postgraduate (taught),2195
10007807,Ulster University,All,Northern Ireland,2016/17,First degree,16395
10007807,Ulster University,All,Northern Ireland,2016/17,Other undergraduate,465
10007807,Ulster University,All,Northern Ireland,2016/17,Total,19525
10007807,Ulster University,All,All,2016/17,Postgraduate (research),465
10007807,Ulster University,All,All,2016/17,Postgraduate (taught),2195
10007807,Ulster University,All,All,2016/17,First degree,16395
10007807,Ulster University,All,All,2016/17,Other undergraduate,465
10007807,Ulster University,All,All,2016/17,Total,19525
10007807,Ulster University,Northern Ireland,All,2016/17,Postgraduate (research),465
10007807,Ulster University,Northern Ireland,All,2016/17,Postgraduate (taught),2195
10007807,Ulster University,Northern Ireland,All,2016/17,First degree,16395
10007807,Ulster University,Northern Ireland,All,2016/17,Other undergraduate,465
10007807,Ulster University,Northern Ireland,All,2016/17,Total,19525
10007807,Ulster University,Northern Ireland,Northern Ireland,2015/16,Postgraduate (research),505
10007807,Ulster University,Northern Ireland,Northern Ireland,2015/16,Postgraduate (taught),2215
10007807,Ulster University,Northern Ireland,Northern Ireland,2015/16,First degree,16320
10007807,Ulster University,Northern Ireland,Northern Ireland,2015/16,Other undergraduate,660
10007807,Ulster University,Northern Ireland,Northern Ireland,2015/16,Total,19695
10007807,Ulster University,All,Northern Ireland,2015/16,Postgraduate (research),505
10007807,Ulster University,All,Northern Ireland,2015/16,Postgraduate (taught),2215
10007807,Ulster University,All,Northern Ireland,2015/16,First degree,16320
10007807,Ulster University,All,Northern Ireland,2015/16,Other undergraduate,660
10007807,Ulster University,All,Northern Ireland,2015/16,Total,19695
10007807,Ulster University,All,All,2015/16,Postgraduate (research),505
10007807,Ulster University,All,All,2015/16,Postgraduate (taught),2215
10007807,Ulster University,All,All,2015/16,First degree,16320
10007807,Ulster University,All,All,2015/16,Other undergraduate,660
10007807,Ulster University,All,All,2015/16,Total,19695
10007807,Ulster University,Northern Ireland,All,2015/16,Postgraduate (research),505
10007807,Ulster University,Northern Ireland,All,2015/16,Postgraduate (taught),2215
10007807,Ulster University,Northern Ireland,All,2015/16,First degree,16320
10007807,Ulster University,Northern Ireland,All,2015/16,Other undergraduate,660
10007807,Ulster University,Northern Ireland,All,2015/16,Total,19695
10007807,Ulster University,Northern Ireland,Northern Ireland,2014/15,Postgraduate (research),490
10007807,Ulster University,Northern Ireland,Northern Ireland,2014/15,Postgraduate (taught),2200
10007807,Ulster University,Northern Ireland,Northern Ireland,2014/15,First degree,16750
10007807,Ulster University,Northern Ireland,Northern Ireland,2014/15,Other undergraduate,765
10007807,Ulster University,Northern Ireland,Northern Ireland,2014/15,Total,20205
10007807,Ulster University,All,Northern Ireland,2014/15,Postgraduate (research),490
10007807,Ulster University,All,Northern Ireland,2014/15,Postgraduate (taught),2200
10007807,Ulster University,All,Northern Ireland,2014/15,First degree,16750
10007807,Ulster University,All,Northern Ireland,2014/15,Other undergraduate,765
10007807,Ulster University,All,Northern Ireland,2014/15,Total,20205
10007807,Ulster University,All,All,2014/15,Postgraduate (research),490
10007807,Ulster University,All,All,2014/15,Postgraduate (taught),2200
10007807,Ulster University,All,All,2014/15,First degree,16750
10007807,Ulster University,All,All,2014/15,Other undergraduate,765
10007807,Ulster University,All,All,2014/15,Total,20205
10007807,Ulster University,Northern Ireland,All,2014/15,Postgraduate (research),490
10007807,Ulster University,Northern Ireland,All,2014/15,Postgraduate (taught),2200
10007807,Ulster University,Northern Ireland,All,2014/15,First degree,16750
10007807,Ulster University,Northern Ireland,All,2014/15,Other undergraduate,765
10007807,Ulster University,Northern Ireland,All,2014/15,Total,20205
10039956,The University of Law,England,London,2020/21,Postgraduate (research),0
10039956,The University of Law,England,London,2020/21,Postgraduate (taught),6330
10039956,The University of Law,England,London,2020/21,First degree,2745
10039956,The University of Law,England,London,2020/21,Other undergraduate,1515
10039956,The University of Law,England,London,2020/21,Total,10590
10039956,The University of Law,All,London,2020/21,Postgraduate (research),0
10039956,The University of Law,All,London,2020/21,Postgraduate (taught),6330
10039956,The University of Law,All,London,2020/21,First degree,2745
10039956,The University of Law,All,London,2020/21,Other undergraduate,1515
10039956,The University of Law,All,London,2020/21,Total,10590
10039956,The University of Law,All,All,2020/21,Postgraduate (research),0
10039956,The University of Law,All,All,2020/21,Postgraduate (taught),6330
10039956,The University of Law,All,All,2020/21,First degree,2745
10039956,The University of Law,All,All,2020/21,Other undergraduate,1515
10039956,The University of Law,All,All,2020/21,Total,10590
10039956,The University of Law,England,All,2020/21,Postgraduate (research),0
10039956,The University of Law,England,All,2020/21,Postgraduate (taught),6330
10039956,The University of Law,England,All,2020/21,First degree,2745
10039956,The University of Law,England,All,2020/21,Other undergraduate,1515
10039956,The University of Law,England,All,2020/21,Total,10590
10039956,The University of Law,England,London,2019/20,Postgraduate (research),0
10039956,The University of Law,England,London,2019/20,Postgraduate (taught),5110
10039956,The University of Law,England,London,2019/20,First degree,2060
10039956,The University of Law,England,London,2019/20,Other undergraduate,1185
10039956,The University of Law,England,London,2019/20,Total,8355
10039956,The University of Law,All,London,2019/20,Postgraduate (research),0
10039956,The University of Law,All,London,2019/20,Postgraduate (taught),5110
10039956,The University of Law,All,London,2019/20,First degree,2060
10039956,The University of Law,All,London,2019/20,Other undergraduate,1185
10039956,The University of Law,All,London,2019/20,Total,8355
10039956,The University of Law,All,All,2019/20,Postgraduate (research),0
10039956,The University of Law,All,All,2019/20,Postgraduate (taught),5110
10039956,The University of Law,All,All,2019/20,First degree,2060
10039956,The University of Law,All,All,2019/20,Other undergraduate,1185
10039956,The University of Law,All,All,2019/20,Total,8355
10039956,The University of Law,England,All,2019/20,Postgraduate (research),0
10039956,The University of Law,England,All,2019/20,Postgraduate (taught),5110
10039956,The University of Law,England,All,2019/20,First degree,2060
10039956,The University of Law,England,All,2019/20,Other undergraduate,1185
10039956,The University of Law,England,All,2019/20,Total,8355
10039956,The University of Law,England,London,2018/19,Postgraduate (research),0
10039956,The University of Law,England,London,2018/19,Postgraduate (taught),4520
10039956,The University of Law,England,London,2018/19,First degree,1555
10039956,The University of Law,England,London,2018/19,Other undergraduate,1140
10039956,The University of Law,England,London,2018/19,Total,7215
10039956,The University of Law,All,London,2018/19,Postgraduate (research),0
10039956,The University of Law,All,London,2018/19,Postgraduate (taught),4520
10039956,The University of Law,All,London,2018/19,First degree,1555
10039956,The University of Law,All,London,2018/19,Other undergraduate,1140
10039956,The University of Law,All,London,2018/19,Total,7215
10039956,The University of Law,All,All,2018/19,Postgraduate (research),0
10039956,The University of Law,All,All,2018/19,Postgraduate (taught),4520
10039956,The University of Law,All,All,2018/19,First degree,1555
10039956,The University of Law,All,All,2018/19,Other undergraduate,1140
10039956,The University of Law,All,All,2018/19,Total,7215
10039956,The University of Law,England,All,2018/19,Postgraduate (research),0
10039956,The University of Law,England,All,2018/19,Postgraduate (taught),4520
10039956,The University of Law,England,All,2018/19,First degree,1555
10039956,The University of Law,England,All,2018/19,Other undergraduate,1140
10039956,The University of Law,England,All,2018/19,Total,7215
10039956,The University of Law,England,London,2017/18,Postgraduate (research),0
10039956,The University of Law,England,London,2017/18,Postgraduate (taught),4270
10039956,The University of Law,England,London,2017/18,First degree,1225
10039956,The University of Law,England,London,2017/18,Other undergraduate,1145
10039956,The University of Law,England,London,2017/18,Total,6640
10039956,The University of Law,All,London,2017/18,Postgraduate (research),0
10039956,The University of Law,All,London,2017/18,Postgraduate (taught),4270
10039956,The University of Law,All,London,2017/18,First degree,1225
10039956,The University of Law,All,London,2017/18,Other undergraduate,1145
10039956,The University of Law,All,London,2017/18,Total,6640
10039956,The University of Law,All,All,2017/18,Postgraduate (research),0
10039956,The University of Law,All,All,2017/18,Postgraduate (taught),4270
10039956,The University of Law,All,All,2017/18,First degree,1225
10039956,The University of Law,All,All,2017/18,Other undergraduate,1145
10039956,The University of Law,All,All,2017/18,Total,6640
10039956,The University of Law,England,All,2017/18,Postgraduate (research),0
10039956,The University of Law,England,All,2017/18,Postgraduate (taught),4270
10039956,The University of Law,England,All,2017/18,First degree,1225
10039956,The University of Law,England,All,2017/18,Other undergraduate,1145
10039956,The University of Law,England,All,2017/18,Total,6640
10039956,The University of Law,England,London,2016/17,Postgraduate (research),0
10039956,The University of Law,England,London,2016/17,Postgraduate (taught),2770
10039956,The University of Law,England,London,2016/17,First degree,975
10039956,The University of Law,England,London,2016/17,Other undergraduate,0
10039956,The University of Law,England,London,2016/17,Total,3745
10039956,The University of Law,All,London,2016/17,Postgraduate (research),0
10039956,The University of Law,All,London,2016/17,Postgraduate (taught),2770
10039956,The University of Law,All,London,2016/17,First degree,975
10039956,The University of Law,All,London,2016/17,Other undergraduate,0
10039956,The University of Law,All,London,2016/17,Total,3745
10039956,The University of Law,All,All,2016/17,Postgraduate (research),0
10039956,The University of Law,All,All,2016/17,Postgraduate (taught),2770
10039956,The University of Law,All,All,2016/17,First degree,975
10039956,The University of Law,All,All,2016/17,Other undergraduate,0
10039956,The University of Law,All,All,2016/17,Total,3745
10039956,The University of Law,England,All,2016/17,Postgraduate (research),0
10039956,The University of Law,England,All,2016/17,Postgraduate (taught),2770
10039956,The University of Law,England,All,2016/17,First degree,975
10039956,The University of Law,England,All,2016/17,Other undergraduate,0
10039956,The University of Law,England,All,2016/17,Total,3745
10039956,The University of Law,England,London,2015/16,Postgraduate (research),0
10039956,The University of Law,England,London,2015/16,Postgraduate (taught),0
10039956,The University of Law,England,London,2015/16,First degree,720
10039956,The University of Law,England,London,2015/16,Other undergraduate,0
10039956,The University of Law,England,London,2015/16,Total,720
10039956,The University of Law,All,London,2015/16,Postgraduate (research),0
10039956,The University of Law,All,London,2015/16,Postgraduate (taught),0
10039956,The University of Law,All,London,2015/16,First degree,720
10039956,The University of Law,All,London,2015/16,Other undergraduate,0
10039956,The University of Law,All,London,2015/16,Total,720
10039956,The University of Law,All,All,2015/16,Postgraduate (research),0
10039956,The University of Law,All,All,2015/16,Postgraduate (taught),0
10039956,The University of Law,All,All,2015/16,First degree,720
10039956,The University of Law,All,All,2015/16,Other undergraduate,0
10039956,The University of Law,All,All,2015/16,Total,720
10039956,The University of Law,England,All,2015/16,Postgraduate (research),0
10039956,The University of Law,England,All,2015/16,Postgraduate (taught),0
10039956,The University of Law,England,All,2015/16,First degree,720
10039956,The University of Law,England,All,2015/16,Other undergraduate,0
10039956,The University of Law,England,All,2015/16,Total,720
10039956,The University of Law,England,London,2014/15,Postgraduate (research),0
10039956,The University of Law,England,London,2014/15,Postgraduate (taught),0
10039956,The University of Law,England,London,2014/15,First degree,575
10039956,The University of Law,England,London,2014/15,Other undergraduate,0
10039956,The University of Law,England,London,2014/15,Total,575
10039956,The University of Law,All,London,2014/15,Postgraduate (research),0
10039956,The University of Law,All,London,2014/15,Postgraduate (taught),0
10039956,The University of Law,All,London,2014/15,First degree,575
10039956,The University of Law,All,London,2014/15,Other undergraduate,0
10039956,The University of Law,All,London,2014/15,Total,575
10039956,The University of Law,All,All,2014/15,Postgraduate (research),0
10039956,The University of Law,All,All,2014/15,Postgraduate (taught),0
10039956,The University of Law,All,All,2014/15,First degree,575
10039956,The University of Law,All,All,2014/15,Other undergraduate,0
10039956,The University of Law,All,All,2014/15,Total,575
10039956,The University of Law,England,All,2014/15,Postgraduate (research),0
10039956,The University of Law,England,All,2014/15,Postgraduate (taught),0
10039956,The University of Law,England,All,2014/15,First degree,575
10039956,The University of Law,England,All,2014/15,Other undergraduate,0
10039956,The University of Law,England,All,2014/15,Total,575
10007784,University College London,England,London,2020/21,Postgraduate (research),5285
10007784,University College London,England,London,2020/21,Postgraduate (taught),14480
10007784,University College London,England,London,2020/21,First degree,21350
10007784,University College London,England,London,2020/21,Other undergraduate,80
10007784,University College London,England,London,2020/21,Total,41195
10007784,University College London,All,London,2020/21,Postgraduate (research),5285
10007784,University College London,All,London,2020/21,Postgraduate (taught),14480
10007784,University College London,All,London,2020/21,First degree,21350
10007784,University College London,All,London,2020/21,Other undergraduate,80
10007784,University College London,All,London,2020/21,Total,41195
10007784,University College London,All,All,2020/21,Postgraduate (research),5285
10007784,University College London,All,All,2020/21,Postgraduate (taught),14480
10007784,University College London,All,All,2020/21,First degree,21350
10007784,University College London,All,All,2020/21,Other undergraduate,80
10007784,University College London,All,All,2020/21,Total,41195
10007784,University College London,England,All,2020/21,Postgraduate (research),5285
10007784,University College London,England,All,2020/21,Postgraduate (taught),14480
10007784,University College London,England,All,2020/21,First degree,21350
10007784,University College London,England,All,2020/21,Other undergraduate,80
10007784,University College London,England,All,2020/21,Total,41195
10007784,University College London,England,London,2019/20,Postgraduate (research),5180
10007784,University College London,England,London,2019/20,Postgraduate (taught),12650
10007784,University College London,England,London,2019/20,First degree,18695
10007784,University College London,England,London,2019/20,Other undergraduate,380
10007784,University College London,England,London,2019/20,Total,36900
10007784,University College London,All,London,2019/20,Postgraduate (research),5180
10007784,University College London,All,London,2019/20,Postgraduate (taught),12650
10007784,University College London,All,London,2019/20,First degree,18695
10007784,University College London,All,London,2019/20,Other undergraduate,380
10007784,University College London,All,London,2019/20,Total,36900
