UKPRN,HE provider,Academic Year,Level of study,Number
10007848.0,University of Chester,2015/16,Postgraduate (taught),1270
10007848.0,University of Chester,2015/16,First degree,8665
10007848.0,University of Chester,2015/16,Other undergraduate,655
10007848.0,University of Chester,2014/15,Postgraduate (research),190
10007848.0,University of Chester,2014/15,Postgraduate (taught),1440
10007848.0,University of Chester,2014/15,First degree,8435
10007848.0,University of Chester,2014/15,Other undergraduate,775
10007137.0,The University of Chichester,2020/21,Postgraduate (research),55
10007137.0,The University of Chichester,2020/21,Postgraduate (taught),620
10007137.0,The University of Chichester,2020/21,First degree,4125
10007137.0,The University of Chichester,2020/21,Other undergraduate,100
10007137.0,The University of Chichester,2019/20,Postgraduate (research),60
10007137.0,The University of Chichester,2019/20,Postgraduate (taught),515
10007137.0,The University of Chichester,2019/20,First degree,3920
10007137.0,The University of Chichester,2019/20,Other undergraduate,165
10007137.0,The University of Chichester,2018/19,Postgraduate (research),60
10007137.0,The University of Chichester,2018/19,Postgraduate (taught),515
10007137.0,The University of Chichester,2018/19,First degree,3920
10007137.0,The University of Chichester,2018/19,Other undergraduate,155
10007137.0,The University of Chichester,2017/18,Postgraduate (research),55
10007137.0,The University of Chichester,2017/18,Postgraduate (taught),485
10007137.0,The University of Chichester,2017/18,First degree,4010
10007137.0,The University of Chichester,2017/18,Other undergraduate,170
10007137.0,The University of Chichester,2016/17,Postgraduate (research),55
10007137.0,The University of Chichester,2016/17,Postgraduate (taught),410
10007137.0,The University of Chichester,2016/17,First degree,4115
10007137.0,The University of Chichester,2016/17,Other undergraduate,220
10007137.0,The University of Chichester,2015/16,Postgraduate (research),50
10007137.0,The University of Chichester,2015/16,Postgraduate (taught),390
10007137.0,The University of Chichester,2015/16,First degree,4085
10007137.0,The University of Chichester,2015/16,Other undergraduate,285
10007137.0,The University of Chichester,2014/15,Postgraduate (research),40
10007137.0,The University of Chichester,2014/15,Postgraduate (taught),395
10007137.0,The University of Chichester,2014/15,First degree,4035
10007137.0,The University of Chichester,2014/15,Other undergraduate,305
10001386.0,Chicken Shed Theatre Company,2020/21,Postgraduate (research),0
10001386.0,Chicken Shed Theatre Company,2020/21,Postgraduate (taught),0
10001386.0,Chicken Shed Theatre Company,2020/21,First degree,30
10001386.0,Chicken Shed Theatre Company,2020/21,Other undergraduate,65
10001386.0,Chicken Shed Theatre Company,2019/20,Postgraduate (research),0
10001386.0,Chicken Shed Theatre Company,2019/20,Postgraduate (taught),0
10001386.0,Chicken Shed Theatre Company,2019/20,First degree,25
10001386.0,Chicken Shed Theatre Company,2019/20,Other undergraduate,65
10001386.0,Chicken Shed Theatre Company,2018/19,Postgraduate (research),0
10001386.0,Chicken Shed Theatre Company,2018/19,Postgraduate (taught),0
10001386.0,Chicken Shed Theatre Company,2018/19,First degree,15
10001386.0,Chicken Shed Theatre Company,2018/19,Other undergraduate,60
10001386.0,Chicken Shed Theatre Company,2017/18,Postgraduate (research),0
10001386.0,Chicken Shed Theatre Company,2017/18,Postgraduate (taught),0
10001386.0,Chicken Shed Theatre Company,2017/18,First degree,30
10001386.0,Chicken Shed Theatre Company,2017/18,Other undergraduate,55
10001386.0,Chicken Shed Theatre Company,2016/17,Postgraduate (research),0
10001386.0,Chicken Shed Theatre Company,2016/17,Postgraduate (taught),0
10001386.0,Chicken Shed Theatre Company,2016/17,First degree,25
10001386.0,Chicken Shed Theatre Company,2016/17,Other undergraduate,55
10001386.0,Chicken Shed Theatre Company,2015/16,Postgraduate (research),0
10001386.0,Chicken Shed Theatre Company,2015/16,Postgraduate (taught),0
10001386.0,Chicken Shed Theatre Company,2015/16,First degree,25
10001386.0,Chicken Shed Theatre Company,2015/16,Other undergraduate,60
10001386.0,Chicken Shed Theatre Company,2014/15,Postgraduate (research),0
10001386.0,Chicken Shed Theatre Company,2014/15,Postgraduate (taught),0
10001386.0,Chicken Shed Theatre Company,2014/15,First degree,25
10001386.0,Chicken Shed Theatre Company,2014/15,Other undergraduate,50
10001546.0,The College of Integrated Chinese Medicine,2020/21,Postgraduate (research),0
10001546.0,The College of Integrated Chinese Medicine,2020/21,Postgraduate (taught),0
10001546.0,The College of Integrated Chinese Medicine,2020/21,First degree,160
10001546.0,The College of Integrated Chinese Medicine,2020/21,Other undergraduate,0
10001546.0,The College of Integrated Chinese Medicine,2019/20,Postgraduate (research),0
10001546.0,The College of Integrated Chinese Medicine,2019/20,Postgraduate (taught),0
10001546.0,The College of Integrated Chinese Medicine,2019/20,First degree,140
10001546.0,The College of Integrated Chinese Medicine,2019/20,Other undergraduate,0
10001546.0,The College of Integrated Chinese Medicine,2018/19,Postgraduate (research),0
10001546.0,The College of Integrated Chinese Medicine,2018/19,Postgraduate (taught),0
10001546.0,The College of Integrated Chinese Medicine,2018/19,First degree,125
10001546.0,The College of Integrated Chinese Medicine,2018/19,Other undergraduate,0
10001546.0,The College of Integrated Chinese Medicine,2017/18,Postgraduate (research),0
10001546.0,The College of Integrated Chinese Medicine,2017/18,Postgraduate (taught),0
10001546.0,The College of Integrated Chinese Medicine,2017/18,First degree,100
10001546.0,The College of Integrated Chinese Medicine,2017/18,Other undergraduate,0
10001546.0,The College of Integrated Chinese Medicine,2016/17,Postgraduate (research),0
10001546.0,The College of Integrated Chinese Medicine,2016/17,Postgraduate (taught),0
10001546.0,The College of Integrated Chinese Medicine,2016/17,First degree,135
10001546.0,The College of Integrated Chinese Medicine,2016/17,Other undergraduate,0
10001546.0,The College of Integrated Chinese Medicine,2015/16,Postgraduate (research),0
10001546.0,The College of Integrated Chinese Medicine,2015/16,Postgraduate (taught),0
10001546.0,The College of Integrated Chinese Medicine,2015/16,First degree,150
10001546.0,The College of Integrated Chinese Medicine,2015/16,Other undergraduate,0
10001546.0,The College of Integrated Chinese Medicine,2014/15,Postgraduate (research),0
10001546.0,The College of Integrated Chinese Medicine,2014/15,Postgraduate (taught),0
10001546.0,The College of Integrated Chinese Medicine,2014/15,First degree,155
10001546.0,The College of Integrated Chinese Medicine,2014/15,Other undergraduate,0
10001419.0,Christie's Education Limited,2020/21,Postgraduate (research),0
10001419.0,Christie's Education Limited,2020/21,Postgraduate (taught),15
10001419.0,Christie's Education Limited,2020/21,First degree,0
10001419.0,Christie's Education Limited,2020/21,Other undergraduate,0
10001419.0,Christie's Education Limited,2019/20,Postgraduate (research),0
10001419.0,Christie's Education Limited,2019/20,Postgraduate (taught),60
10001419.0,Christie's Education Limited,2019/20,First degree,0
10001419.0,Christie's Education Limited,2019/20,Other undergraduate,0
10001419.0,Christie's Education Limited,2018/19,Postgraduate (research),0
10001419.0,Christie's Education Limited,2018/19,Postgraduate (taught),45
10001419.0,Christie's Education Limited,2018/19,First degree,0
10001419.0,Christie's Education Limited,2018/19,Other undergraduate,0
10001419.0,Christie's Education Limited,2017/18,Postgraduate (research),0
10001419.0,Christie's Education Limited,2017/18,Postgraduate (taught),45
10001419.0,Christie's Education Limited,2017/18,First degree,15
10001419.0,Christie's Education Limited,2017/18,Other undergraduate,0
10001419.0,Christie's Education Limited,2016/17,Postgraduate (research),0
10001419.0,Christie's Education Limited,2016/17,Postgraduate (taught),0
10001419.0,Christie's Education Limited,2016/17,First degree,35
10001419.0,Christie's Education Limited,2016/17,Other undergraduate,0
10001419.0,Christie's Education Limited,2015/16,Postgraduate (research),0
10001419.0,Christie's Education Limited,2015/16,Postgraduate (taught),0
10001419.0,Christie's Education Limited,2015/16,First degree,35
10001419.0,Christie's Education Limited,2015/16,Other undergraduate,0
10026921.0,Christ the Redeemer College,2020/21,Postgraduate (research),0
10026921.0,Christ the Redeemer College,2020/21,Postgraduate (taught),15
10026921.0,Christ the Redeemer College,2020/21,First degree,125
10026921.0,Christ the Redeemer College,2020/21,Other undergraduate,60
10026921.0,Christ the Redeemer College,2019/20,Postgraduate (research),0
10026921.0,Christ the Redeemer College,2019/20,Postgraduate (taught),5
10026921.0,Christ the Redeemer College,2019/20,First degree,45
10026921.0,Christ the Redeemer College,2019/20,Other undergraduate,25
10026921.0,Christ the Redeemer College,2018/19,Postgraduate (research),0
10026921.0,Christ the Redeemer College,2018/19,Postgraduate (taught),0
10026921.0,Christ the Redeemer College,2018/19,First degree,45
10026921.0,Christ the Redeemer College,2018/19,Other undergraduate,0
10026921.0,Christ the Redeemer College,2017/18,Postgraduate (research),0
10026921.0,Christ the Redeemer College,2017/18,Postgraduate (taught),0
10026921.0,Christ the Redeemer College,2017/18,First degree,20
10026921.0,Christ the Redeemer College,2017/18,Other undergraduate,0
10010213.0,The City College,2020/21,Postgraduate (research),0
10010213.0,The City College,2020/21,Postgraduate (taught),0
10010213.0,The City College,2020/21,First degree,0
10010213.0,The City College,2020/21,Other undergraduate,90
10010213.0,The City College,2019/20,Postgraduate (research),0
10010213.0,The City College,2019/20,Postgraduate (taught),0
10010213.0,The City College,2019/20,First degree,0
10010213.0,The City College,2019/20,Other undergraduate,185
10010213.0,The City College,2018/19,Postgraduate (research),0
10010213.0,The City College,2018/19,Postgraduate (taught),0
10010213.0,The City College,2018/19,First degree,0
10010213.0,The City College,2018/19,Other undergraduate,295
10010213.0,The City College,2017/18,Postgraduate (research),0
10010213.0,The City College,2017/18,Postgraduate (taught),0
10010213.0,The City College,2017/18,First degree,0
10010213.0,The City College,2017/18,Other undergraduate,335
10010213.0,The City College,2016/17,Postgraduate (research),0
10010213.0,The City College,2016/17,Postgraduate (taught),0
10010213.0,The City College,2016/17,First degree,0
10010213.0,The City College,2016/17,Other undergraduate,260
10010213.0,The City College,2015/16,Postgraduate (research),0
10010213.0,The City College,2015/16,Postgraduate (taught),0
10010213.0,The City College,2015/16,First degree,0
10010213.0,The City College,2015/16,Other undergraduate,250
10010213.0,The City College,2014/15,Postgraduate (research),0
10010213.0,The City College,2014/15,Postgraduate (taught),0
10010213.0,The City College,2014/15,First degree,0
10010213.0,The City College,2014/15,Other undergraduate,245
10001478.0,"City, University of London",2020/21,Postgraduate (research),415
10001478.0,"City, University of London",2020/21,Postgraduate (taught),4275
10001478.0,"City, University of London",2020/21,First degree,10930
10001478.0,"City, University of London",2020/21,Other undergraduate,525
10001478.0,"City, University of London",2019/20,Postgraduate (research),380
10001478.0,"City, University of London",2019/20,Postgraduate (taught),4590
10001478.0,"City, University of London",2019/20,First degree,9780
10001478.0,"City, University of London",2019/20,Other undergraduate,405
10001478.0,"City, University of London",2018/19,Postgraduate (research),380
10001478.0,"City, University of London",2018/19,Postgraduate (taught),4450
10001478.0,"City, University of London",2018/19,First degree,9465
10001478.0,"City, University of London",2018/19,Other undergraduate,395
10001478.0,"City, University of London",2017/18,Postgraduate (research),410
10001478.0,"City, University of London",2017/18,Postgraduate (taught),4565
10001478.0,"City, University of London",2017/18,First degree,9120
10001478.0,"City, University of London",2017/18,Other undergraduate,430
10001478.0,"City, University of London",2016/17,Postgraduate (research),445
10001478.0,"City, University of London",2016/17,Postgraduate (taught),4415
10001478.0,"City, University of London",2016/17,First degree,8870
10001478.0,"City, University of London",2016/17,Other undergraduate,370
10001478.0,"City, University of London",2015/16,Postgraduate (research),485
